date	revenue
01.01.2015	30761847.96
01.02.2015	36558062.00
01.03.2015	28041075.00
01.04.2015	31111800.00
01.05.2015	23391556.00
01.06.2015	28599829.52
01.07.2015	36876180.20
01.08.2015	42451610.00
01.09.2015	40848934.00
01.10.2015	41217958.00
01.11.2015	40911504.90
01.12.2015	49471829.00
