date	revenue
01.01.2013	23042205.63
01.02.2013	30451992.30
01.03.2013	21657365.90
01.04.2013	30314967.20
01.05.2013	20013004.50
01.06.2013	18451494.80
01.07.2013	26667756.10
01.08.2013	27599914.62
01.09.2013	28638605.80
01.10.2013	37798319.67
01.11.2013	32343314.33
01.12.2013	60918490.30
